{ IngredientId = 1, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 332, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 333, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 334, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 335, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 336, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 337, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 338, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 339, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 340, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 341, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 342, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 343, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 344, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 345, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 346, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 347, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 348, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 349, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 350, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 351, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 352, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 353, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 354, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 355, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 356, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 357, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 358, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 359, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 360, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 361, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 362, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 363, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 364, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 365, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 366, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 367, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 368, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 369, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 370, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 371, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 372, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 373, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 374, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 375, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 376, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 377, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 378, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 379, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 380, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 381, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 382, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 383, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 384, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 385, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 386, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 387, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 388, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 389, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 390, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 391, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 392, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 393, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 394, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 395, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 396, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 397, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 398, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 399, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 400, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 401, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 402, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 403, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 404, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 405, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 406, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 407, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 408, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 409, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 410, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 411, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 412, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 413, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 414, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 415, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 416, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 417, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 418, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 419, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 420, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 421, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 422, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 423, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 424, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 425, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 426, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 427, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 428, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 429, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 430, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 431, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 432, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 433, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 434, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 435, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 436, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 437, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 438, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 439, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 440, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 441, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 442, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 443, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 444, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 445, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 446, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 447, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 448, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 449, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 450, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 451, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 452, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 453, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 454, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 455, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 456, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 457, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 458, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 459, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 460, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 461, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 462, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 463, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 464, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 465, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 466, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 467, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 468, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 469, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 470, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 471, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 472, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 473, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 474, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 475, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 476, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 477, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 478, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 479, OnHandQuantity = 0.0354882, UnitCost = 0.00, Value = 0 }
{ IngredientId = 480, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 481, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 482, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 483, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 484, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 485, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 486, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 487, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 488, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 489, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 490, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 491, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 492, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 493, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 494, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 495, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 496, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 497, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 498, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 499, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 500, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 501, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 502, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 503, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 504, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 505, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 506, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 507, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 508, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 509, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 510, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 511, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 512, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 513, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 514, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 515, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 516, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 517, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 518, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 519, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 520, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 521, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 522, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 523, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 524, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 525, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 526, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 527, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 528, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 529, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 530, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 531, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 532, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 533, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 534, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 535, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 536, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 537, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 538, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 539, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 540, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 541, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 542, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 543, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 544, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 545, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 546, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 547, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 548, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 549, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 550, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 551, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 552, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 553, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 554, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 555, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 556, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 557, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 558, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 559, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 560, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 561, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 562, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 563, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 564, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 565, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 566, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 567, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 568, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 569, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 570, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 571, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 572, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 573, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 574, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 575, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 576, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 577, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 578, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 579, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 580, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 581, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 582, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 583, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 584, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 585, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 586, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 587, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 588, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 589, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 590, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 591, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 592, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 593, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 594, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 595, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 596, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 597, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 598, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 599, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 600, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 601, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 602, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 603, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 604, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 605, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 606, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 607, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 608, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 609, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 610, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 611, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 612, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 613, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 614, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 615, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 616, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 617, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 618, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 619, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 620, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 621, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 622, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 623, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 624, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 625, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 626, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 627, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 628, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 629, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 630, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 631, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 632, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 633, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 634, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 635, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 636, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 637, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 638, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 639, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 640, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 641, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 642, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 643, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 644, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 645, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 646, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 647, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 648, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 649, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 650, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 651, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 652, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 653, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 654, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 655, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 656, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 657, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 658, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 659, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 660, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 661, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 662, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 663, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
